,FIYAT,IL,ILCE,MAHALLE,ARSA_TIPI,METREKARE,TAPU_DURUMU,METREKARE_BIRIM_FIYAT,PARSEL,TAKAS_BILINMIYOR,TAKAS_EVET,TAKAS_HAYIR,KAT_KARSILIGI_EVET,KAT_KARSILIGI_HAYIR,KREDIYE_UYGUNLUK_BILINMIYOR,KREDIYE_UYGUNLUK_UYGUN,KREDIYE_UYGUNLUK_UYGUN DEGIL
255,45000,MUGLA,MENTESE,ZEYTIN,ZEYTINLIK,504,MUSTAKIL PARSEL,299.25,3.0,0,0,1,0,1,0,0,1
256,80000,USAK,ULUBEY,ASAGI,TARLA,4069,MUSTAKIL PARSEL,16.0,1.0,0,0,1,0,1,0,1,0
259,225000,KOCAELI,KARAMURSEL,AVCIKOY,TARLA,2630,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
261,700000,ELAZIG,MERKEZ,ABDULLAH PASA,I_K,657,MUSTAKIL PARSEL,1.0,22.0,0,0,1,0,1,0,1,0
263,130000,DENIZLI,BAKLAN,KIRAZLI,TARLA,16336,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
264,299000,DENIZLI,GUNEY,YENI,M_A,10174,MUSTAKIL PARSEL,516.95,52.0,0,1,0,0,1,0,1,0
265,785000,KAYSERI,MELIKGAZI,BECEN,BAG,2400,TAHSIS,50.0,836.6153846153846,1,0,0,1,0,1,0,0
266,650000,ISTANBUL,SILIVRI,BALABAN,M_A,1000,MUSTAKIL PARSEL,7416.586781609196,7.0,0,1,0,0,1,0,1,0
267,46000,AFYONKARAHISAR,CAY,KOPRUBASI,I_K,547,MUSTAKIL PARSEL,109.0,5.0,0,0,1,0,1,0,1,0
268,350000,DENIZLI,PAMUKKALE,AKKOY,BAHCE,7700,HISSELI TAPU,1.0,1.0,0,1,0,1,0,0,1,0
270,530,ADANA,POZANTI,AKCATEKIR,OZEL_K,813,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,0,0,1
272,295000,IZMIR,SEFERIHISAR,GODENCE,BAG,7500,MUSTAKIL PARSEL,3517.7,263.27777777777777,1,0,0,0,1,1,0,0
274,1,MERSIN(ICEL),ANAMUR,ISKELE,K_T,1780,MUSTAKIL PARSEL,1.35,66.0,0,0,1,1,0,0,1,0
276,179000,MANISA,YUNUSEMRE,OSMANCALI,BAHCE,6000,MUSTAKIL PARSEL,9529.823999999999,2.0,0,1,0,0,1,0,1,0
278,99000,TEKIRDAG,MARMARAEREGLISI,SULTANKOY,I_K,250,MUSTAKIL PARSEL,7351.9047619047615,623.4848484848485,0,1,0,0,1,0,1,0
279,550000,ISTANBUL,CATALCA,KABAKCA,I_K,640,MUSTAKIL PARSEL,812.6666666666666,13.5,0,1,0,0,1,1,0,0
281,660000,MUGLA,MENTESE,SARNIC,M_A,1352,MUSTAKIL PARSEL,516.95,89.66666666666667,0,1,0,0,1,1,0,0
282,105000,BALIKESIR,HAVRAN,BUYUKDERE,ZEYTINLIK,4030,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
284,750000,IZMIR,MENDERES,YENIKOY,TARLA,4500,HISSELI TAPU,20163.58823529412,374.3,1,0,0,0,1,1,0,0
285,420000,BALIKESIR,EDREMIT,HACIARSLANLAR,TARLA,1430,MUSTAKIL PARSEL,623.3333333333334,2.0,0,1,0,0,1,0,1,0
288,600000,MUGLA,BODRUM,KARAOVA,I_K,440,MUSTAKIL PARSEL,1364.0,13.571428571428571,0,0,1,0,1,0,1,0
290,165000,BALIKESIR,BURHANIYE,TAYLIELI,CIFTLIK,1798,MUSTAKIL PARSEL,229.0,9.0,1,0,0,0,1,1,0,0
291,255000,BALIKESIR,EDREMIT,KIZILKECILI,ZEYTINLIK,1870,MUSTAKIL PARSEL,660.0,2.0,1,0,0,0,1,1,0,0
293,450000,BALIKESIR,BURHANIYE,SAHINLER,ZEYTINLIK,4426,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
294,55000,IZMIR,MENDERES,CAKALTEPE,BAHCE,400,MUSTAKIL PARSEL,516.95,288.86206896551727,1,0,0,0,1,1,0,0
295,380000,KOCAELI,GOLCUK,KORFEZ,BAG,2440,TAHSIS,156.0,53.0,0,0,1,0,1,0,0,1
296,155000,ANKARA,SINCAN,YENIHISAR,I_K,523,MUSTAKIL PARSEL,2504.5,16.0,0,0,1,1,0,0,1,0
297,375000,IZMIR,MENEMEN,INONU,TARLA,6754,HISSELI TAPU,516.95,89.66666666666667,0,0,1,0,1,0,1,0
299,470000,AYDIN,SOKE,GULLUBAHCE,BAHCE,3700,MUSTAKIL PARSEL,122.0,764.1666666666666,1,0,0,0,1,1,0,0
300,380000,BALIKESIR,EDREMIT,AVCILAR,ZEYTINLIK,4416,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
301,589000,ANTALYA,ALANYA,AVSALLAR,I_K,783,MUSTAKIL PARSEL,150.0,26.0,1,0,0,0,1,1,0,0
304,70000,CANAKKALE,CAN,ETILI,I_K,450,MUSTAKIL PARSEL,668.5,1.0,0,1,0,1,0,0,1,0
305,170000,HATAY,DEFNE,OZBEK,TARLA,1427,MUSTAKIL PARSEL,77.0,89.66666666666667,0,0,1,0,1,0,1,0
307,455000,ANKARA,KAHRAMANKAZAN,FATIH,I_K,1482,MUSTAKIL PARSEL,516.95,3.5,1,0,0,1,0,1,0,0
308,590000,KOCAELI,KARAMURSEL,YALAKDERE,TARLA,11760,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
309,13500,KOCAELI,KANDIRA,KARLI,TARLA,169,MUSTAKIL PARSEL,516.95,132.0,0,0,1,0,1,0,0,1
311,24000,KOCAELI,KANDIRA,SARICAALI,TARLA,118,MUSTAKIL PARSEL,2200.0,34.0,0,1,0,0,1,0,0,1
312,200000,BALIKESIR,ERDEK,TURAN,BAHCE,500,HISSELI TAPU,3848.1353333333336,297.949494949495,0,0,1,1,0,0,1,0
313,1550000,MUGLA,ORTACA,DALYAN,I_K,5328,MUSTAKIL PARSEL,235.0,89.66666666666667,0,0,1,0,1,0,1,0
316,1550000,IZMIR,KEMALPASA,YUKARIKIZILCA MERKEZ,BAHCE,11000,MUSTAKIL PARSEL,6105.8,186.33333333333334,0,1,0,0,1,0,1,0
317,98000,ISTANBUL,SILIVRI,BALABAN,I_K,604,HISSELI TAPU,676.5,89.66666666666667,0,1,0,0,1,0,0,1
318,1500000,BALIKESIR,AYVALIK,FETHIYE,I_K,202,MUSTAKIL PARSEL,1.0,1.0,0,0,1,0,1,0,1,0
319,1300000,MUGLA,BODRUM,KIZILAGAC,I_K,6802,MUSTAKIL PARSEL,191.0,89.66666666666667,0,0,1,0,1,1,0,0
320,68000,KOCAELI,KANDIRA,KUBUZCU,I_K,825,MUSTAKIL PARSEL,2400.0,2.0,0,1,0,0,1,1,0,0
321,55000,ANKARA,GOLBASI,YURTBEYI,BAHCE,400,HISSELI TAPU,516.95,288.86206896551727,0,0,1,0,1,0,0,1
322,159999,SIVAS,MERKEZ,EMIRHAN (IRMAK USTU),TARLA,1780,MUSTAKIL PARSEL,1.35,5.0,0,0,1,0,1,0,0,1
325,160000,BALIKESIR,EDREMIT,KIZILKECILI,ZEYTINLIK,1600,MUSTAKIL PARSEL,292.5,1.0,0,1,0,0,1,0,0,1
326,1350000,NEVSEHIR,MERKEZ,UCHISAR (YUKARI),K_T,1300,MUSTAKIL PARSEL,511.93125,606.1333333333333,0,0,1,0,1,0,1,0
327,500000,MANISA,SEHZADELER,TEPECIK,TARLA,8500,HISSELI TAPU,59.0,2.5,0,1,0,0,1,0,1,0
328,425000,BALIKESIR,ALTIEYLUL,DALLIMANDIRA,TARLA,12000,BILINMIYOR,31330.625,196.125,0,0,1,0,1,0,0,1
329,670000,KOCAELI,GEBZE,YENIKENT,I_K,310,MUSTAKIL PARSEL,564.2,4.0,0,0,1,1,0,0,1,0
330,165000,AYDIN,DIDIM,AK - YENIKOY,I_K,608,MUSTAKIL PARSEL,264.5,1.0,0,1,0,0,1,0,1,0
331,380000,ADIYAMAN,MERKEZ,SITELER,I_K,482,MUSTAKIL PARSEL,265.75,2.0,0,0,1,0,1,0,1,0
332,54000,ADANA,POZANTI,YENIKONACIK,M_A,400,MUSTAKIL PARSEL,516.95,288.86206896551727,0,0,1,0,1,0,1,0
335,1900000,KOCAELI,KARAMURSEL,YALAKDERE,T_A,5129,MUSTAKIL PARSEL,370000.0,69.0,0,0,1,0,1,0,1,0
336,125000,CANAKKALE,LAPSEKI,CARDAK (TEKKE),I_K,350,MUSTAKIL PARSEL,709.3928571428571,481.9,0,0,1,0,1,0,1,0
337,70000,BALIKESIR,ERDEK,POYRAZLI,TARLA,405,HISSELI TAPU,360.5,9.0,0,1,0,0,1,1,0,0
338,500000,KAYSERI,MELIKGAZI,HISARCIK,I_K,688,MUSTAKIL PARSEL,516.95,125.0,0,0,1,0,1,0,1,0
339,210000,IZMIR,MENEMEN,CUKURKOY,BAHCE,1566,MUSTAKIL PARSEL,516.95,2.0,0,0,1,0,1,1,0,0
340,750000,IZMIR,KEMALPASA,85 YIL CUMHURIYET,BAHCE,4000,MUSTAKIL PARSEL,5268.915384615384,264.3611111111111,0,0,1,0,1,0,1,0
341,59500,ANKARA,ALTINDAG,TATLAR,BAHCE,270,HISSELI TAPU,842.375,642.9,0,0,1,0,1,0,0,1
342,109000,DUZCE,MERKEZ,KABALAK,BAHCE,1080,MUSTAKIL PARSEL,129.0,18.0,0,1,0,1,0,0,1,0
343,500000,KOCAELI,KARAMURSEL,TEPEKOY,TARLA,4412,MUSTAKIL PARSEL,516.95,33.0,0,0,1,0,1,1,0,0
344,73000,BALIKESIR,GONEN,KURTULUS,I_K,280,MUSTAKIL PARSEL,696.0,735.5714285714286,0,0,1,0,1,0,1,0
345,260000,TEKIRDAG,ERGENE,MARMARACIK OSB,I_K,400,MUSTAKIL PARSEL,650.0,6.0,0,0,1,0,1,1,0,0
346,790000,IZMIR,TIRE,TOKI,BAHCE,13000,MUSTAKIL PARSEL,2302.6666666666665,18.0,0,0,1,0,1,1,0,0
348,100000,BILECIK,YENIPAZAR,CAFERLER,TARLA,12588,MUSTAKIL PARSEL,7.0,3.0,0,1,0,1,0,0,1,0
350,172000,BALIKESIR,HAVRAN,KUCUKDERE,ZEYTINLIK,2373,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
351,1250000,BALIKESIR,HAVRAN,TEKKE,BAHCE,6250,MUSTAKIL PARSEL,114.0,396.0,0,1,0,0,1,1,0,0
352,1300000,IZMIR,KEMALPASA,MEHMET AKIF ERSOY,BAHCE,9500,MUSTAKIL PARSEL,167.21428571428572,740.5,0,1,0,0,1,0,1,0
353,285000,MUGLA,YATAGAN,BAGYAKA,I_K,3042,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,1,0,0
354,300000,YALOVA,ALTINOVA,KAYTAZDERE (KAYTAZDERE),I_K,304,MUSTAKIL PARSEL,756.0,1.0,1,0,0,0,1,1,0,0
356,80000,ANKARA,KAHRAMANKAZAN,CIGIR,BAHCE,480,MUSTAKIL PARSEL,844.2,335.3333333333333,1,0,0,0,1,1,0,0
358,180000,MUGLA,MENTESE,YERKESIK,TARLA,426,MUSTAKIL PARSEL,190.33333333333334,3.0,0,0,1,0,1,0,0,1
360,1000,MUGLA,MENTESE,YERKESIK,I_K,425,MUSTAKIL PARSEL,506.5,31.0,0,0,1,1,0,1,0,0
361,550000,BURDUR,KARAMANLI,KARAMAN,TARLA,5969,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
362,1099000,ANTALYA,KAS,BEZIRGAN,M_A,1630,MUSTAKIL PARSEL,325.0,29.0,0,1,0,1,0,0,1,0
363,125000,BALIKESIR,EDREMIT,ZEYTINLI,ZEYTINLIK,650,MUSTAKIL PARSEL,494.6923076923077,1.0,0,1,0,0,1,0,0,1
364,799000,ANTALYA,ALANYA,AVSALLAR,I_K,667,MUSTAKIL PARSEL,100.0,2.0,0,0,1,0,1,0,1,0
365,112500,KIRKLARELI,MERKEZ,USKUP (KEMAL PASA),I_K,350,MUSTAKIL PARSEL,709.3928571428571,11.0,0,1,0,0,1,1,0,0
366,180000,TEKIRDAG,SARKOY,YAYAKOY,TARLA,6000,MUSTAKIL PARSEL,9529.823999999999,477.9259259259259,1,0,0,0,1,1,0,0
367,1790000,KOCAELI,KANDIRA,KERPE,I_K,1130,KAT MULKIYETI,619.0,222.0,1,0,0,0,1,1,0,0
369,800000,AYDIN,DIDIM,AKBUK,I_K,770,MUSTAKIL PARSEL,886.0,625.0,0,0,1,0,1,0,1,0
370,75000,NIGDE,MERKEZ,KOYUNLU,I_K,561,MUSTAKIL PARSEL,516.95,2.0,0,0,1,0,1,1,0,0
371,1150000,BALIKESIR,HAVRAN,EBUBEKIR,I_K,295,MUSTAKIL PARSEL,850.0,49.0,0,0,1,0,1,0,1,0
372,155000,MUGLA,MENTESE,DAGPINAR,TARLA,1315,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,1,0,0
374,600000,BURDUR,TEFENNI,FATIH,TARLA,5550,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
375,1900000,MUGLA,DATCA,KIZLAN,I_T,3500,KAT MULKIYETI,841.6875,296.1764705882353,1,0,0,0,1,1,0,0
376,450000,ISTANBUL,SILIVRI,BALABAN,M_A,537,MUSTAKIL PARSEL,220.0,89.66666666666667,0,1,0,0,1,1,0,0
377,1825000,IZMIR,MENEMEN,29 EKIM,I_K,906,MUSTAKIL PARSEL,1931.0,226.0,0,0,1,0,1,0,1,0
379,600000,SAMSUN,ATAKUM,COBANOZU,I_K,798,KAT MULKIYETI,4.5,9.0,1,0,0,0,1,1,0,0
382,950000,IZMIR,BERGAMA,OKCULAR,BAG,6750,MUSTAKIL PARSEL,516.95,733.0,0,0,1,0,1,0,0,1
389,200000,KOCAELI,KANDIRA,SINANLIBILALLI,TARLA,3311,MUSTAKIL PARSEL,50.0,87.0,0,1,0,0,1,0,0,1
392,185000,MUGLA,MENTESE,ZEYTIN,TARLA,679,MUSTAKIL PARSEL,516.95,12.0,0,0,1,0,1,1,0,0
394,175000,KOCAELI,KANDIRA,BABAKOY,TARLA,1161,MUSTAKIL PARSEL,146.0,1.0,0,1,0,0,1,1,0,0
396,400000,BALIKESIR,BURHANIYE,BOREZLI,TARLA,2400,MUSTAKIL PARSEL,50.0,836.6153846153846,1,0,0,0,1,1,0,0
401,250000,IZMIR,KARABURUN,MORDOGAN,I_K,178,MUSTAKIL PARSEL,1524.0,2.0,0,0,1,0,1,0,1,0
402,410000,ANKARA,PURSAKLAR,SARAY FATIH,I_K,900,HISSELI TAPU,40821.88888888889,583.0,0,1,0,1,0,1,0,0
403,55000,NIGDE,MERKEZ,KOYUNLU,I_K,364,MUSTAKIL PARSEL,2065.6666666666665,137.0,0,0,1,0,1,0,1,0
404,85000,ANKARA,CUBUK,DUMLUPINAR,BAHCE,500,HISSELI TAPU,3848.1353333333336,297.949494949495,0,1,0,0,1,0,0,1
405,450000,ISTANBUL,SILIVRI,BALABAN,M_A,572,MUSTAKIL PARSEL,7818.5,24.0,0,1,0,0,1,0,1,0
406,210000,BALIKESIR,EDREMIT,NARLI,ZEYTINLIK,4563,MUSTAKIL PARSEL,466.0,89.66666666666667,0,0,1,0,1,0,1,0
409,675000,ANKARA,CANKAYA,YASAMKENT,I_K,400,MUSTAKIL PARSEL,516.95,288.86206896551727,0,0,1,0,1,1,0,0
410,595000,ANKARA,GOLBASI,KIZILCASAR,I_K,332,MUSTAKIL PARSEL,1792.0,2.0,0,0,1,0,1,0,1,0
411,690000,BALIKESIR,ALTIEYLUL,HASAN BASRI CANTAY,OZEL_K,6522,KAT MULKIYETI,516.95,89.66666666666667,1,0,0,0,1,1,0,0
412,1610000,BALIKESIR,IVRINDI,KURTULUS,TARLA,12723,KAT MULKIYETI,516.95,89.66666666666667,1,0,0,0,1,1,0,0
413,50000,BURSA,MUDANYA,MESUDIYE,I_T,107,HISSELI TAPU,516.95,23.0,0,1,0,0,1,1,0,0
414,1790000,KOCAELI,KANDIRA,KERPE,I_K,1130,HISSELI TAPU,619.0,222.0,1,0,0,0,1,1,0,0
417,195000,CANAKKALE,EZINE,DALYAN,I_K,279,MUSTAKIL PARSEL,670.0,6.0,0,0,1,0,1,0,1,0
418,115000,ADANA,KARATAS,YENI,I_K,525,MUSTAKIL PARSEL,516.95,40.0,1,0,0,0,1,1,0,0
419,420000,MUGLA,MENTESE,YENIKOY,I_K,510,MUSTAKIL PARSEL,825.0,1.0,0,0,1,0,1,1,0,0
423,215000,BALIKESIR,GOMEC,KARAAGAC,I_K,320,MUSTAKIL PARSEL,550.0,2.0,1,0,0,0,1,1,0,0
426,825000,KOCAELI,IZMIT,ORHANIYE,I_K,4156,MUSTAKIL PARSEL,140.0,195.0,0,1,0,0,1,0,1,0
427,160000,ISTANBUL,SILE,AHMETLI,I_K,5547,MUSTAKIL PARSEL,29.0,72.0,0,1,0,0,1,0,1,0
428,1850000,ADANA,SEYHAN,AKKAPI,TARLA,11612,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
429,720000,KOCAELI,GEBZE,DURAKLI,I_K,3238,MUSTAKIL PARSEL,516.95,23.0,0,0,1,0,1,0,0,1
430,325000,KIRKLARELI,VIZE,KOMURKOY,I_K,1830,MUSTAKIL PARSEL,164000.0,267.0,1,0,0,0,1,1,0,0
432,375000,ANKARA,KIZILCAHAMAM,CESTEPE,BAHCE,4396,MUSTAKIL PARSEL,98.0,7.0,0,1,0,1,0,1,0,0
434,649000,ANTALYA,KAS,BEZIRGAN,M_A,1672,MUSTAKIL PARSEL,516.95,4.0,1,0,0,1,0,0,1,0
435,800000,ANKARA,CANKAYA,YASAMKENT,I_K,464,MUSTAKIL PARSEL,1.0,6.0,1,0,0,0,1,1,0,0
437,350000,BALIKESIR,EDREMIT,ZEYTINLI,ZEYTINLIK,1541,MUSTAKIL PARSEL,516.95,89.66666666666667,0,1,0,0,1,1,0,0
438,175000,BALIKESIR,GOMEC,KEREMKOY,ZEYTINLIK,2586,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
443,280000,MUGLA,MILAS,KIYIKISLACIK,ZEYTINLIK,262,MUSTAKIL PARSEL,670.0,2.0,0,0,1,0,1,0,1,0
444,86000,BURSA,MUDANYA,MESUDIYE,I_K,100,HISSELI TAPU,304.5,321.0,0,0,1,0,1,1,0,0
445,80000,ISTANBUL,CATALCA,KARACAKOY MERKEZ,TARLA,574,MUSTAKIL PARSEL,339.5,597.3333333333334,1,0,0,0,1,1,0,0
446,265000,DENIZLI,CIVRIL,KIZILCASOGUT,I_K,465,MUSTAKIL PARSEL,516.95,6.0,1,0,0,0,1,1,0,0
447,300000,IZMIR,TIRE,DEREBASI,BAHCE,3800,MUSTAKIL PARSEL,185.4,402.0,1,0,0,0,1,1,0,0
449,270000,BALIKESIR,GONEN,GEBECINAR,ZEYTINLIK,5520,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
450,770000,ISTANBUL,USKUDAR,MIMAR SINAN,K_T,79,MUSTAKIL PARSEL,516.95,37.0,0,1,0,1,0,0,1,0
451,750000,KOCAELI,KARAMURSEL,TEPEKOY,BAHCE,5612,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,1,0,0
452,1800000,ISTANBUL,USKUDAR,SELIMIYE,I_K,107,MUSTAKIL PARSEL,516.95,30.0,0,0,1,0,1,0,1,0
455,500000,KOCAELI,KARTEPE,KOSEKOY,I_K,735,MUSTAKIL PARSEL,578.0,470.5,1,0,0,1,0,1,0,0
458,520000,SAKARYA,ADAPAZARI,YENIGUN,I_K,413,MUSTAKIL PARSEL,1392.0,611.0,1,0,0,0,1,1,0,0
459,57000,MANISA,SOMA,BAYAT,ZEYTINLIK,3600,MUSTAKIL PARSEL,640.0,15.5,1,0,0,1,0,1,0,0
461,580000,BURSA,OSMANGAZI,AKSUNGUR,TARLA,6485,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,1,0,0
462,110000,BALIKESIR,ERDEK,YUKARIYAPICI,TARLA,1516,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
463,33000,BURSA,GEMLIK,UMURBEY,BAHCE,215,MUSTAKIL PARSEL,162.0,11.0,0,1,0,0,1,0,1,0
467,550000,BALIKESIR,HAVRAN,BUYUKDERE,ZEYTINLIK,10000,MUSTAKIL PARSEL,4065.548387096774,287.3333333333333,0,0,1,0,1,0,1,0
468,350000,BALIKESIR,EDREMIT,ZEYTINLI,ZEYTINLIK,2260,MUSTAKIL PARSEL,516.95,1.0,0,1,0,0,1,0,1,0
469,635000,DENIZLI,MERKEZEFENDI,CAKMAK,I_K,433,MUSTAKIL PARSEL,968.3333333333334,5.0,0,1,0,0,1,0,1,0
470,195000,KONYA,MERAM,KIZILOREN,TARLA,5600,MUSTAKIL PARSEL,18.0,4.0,0,0,1,0,1,1,0,0
471,850000,ISTANBUL,SILIVRI,ORTAKOY,I_K,1441,MUSTAKIL PARSEL,516.95,8.0,0,0,1,0,1,0,1,0
472,875000,ISTANBUL,SILE,KARACAKOY,I_K,1755,MUSTAKIL PARSEL,499.0,89.66666666666667,0,0,1,0,1,0,1,0
474,309500,DENIZLI,PAMUKKALE,AKHAN,BAHCE,5350,HISSELI TAPU,61.0,341.75,0,0,1,0,1,1,0,0
475,195000,IZMIR,SEFERIHISAR,ORHANLI,ZEYTINLIK,1300,MUSTAKIL PARSEL,511.93125,30.0,0,1,0,0,1,0,1,0
476,180000,AMASYA,MERKEZ,MAHMATLAR,TARLA,8137,MUSTAKIL PARSEL,250.0,118.0,0,0,1,0,1,0,1,0
477,185000,KOCAELI,KARAMURSEL,AKCAT,BAG,1550,MUSTAKIL PARSEL,2892.5,56.0,0,0,1,0,1,0,1,0
478,85000,CANAKKALE,BIGA,HACIPEHLIVAN,TARLA,8437,MUSTAKIL PARSEL,516.95,12.0,0,1,0,1,0,0,1,0
479,245000,ANKARA,KAHRAMANKAZAN,YILDIRIMBEYAZIT,I_K,860,MUSTAKIL PARSEL,289.0,8.0,0,1,0,0,1,1,0,0
480,220000,BURSA,MUSTAFAKEMALPASA,KELTAS,TARLA,5100,MUSTAKIL PARSEL,30.0,11.0,0,0,1,0,1,1,0,0
483,185000,SAMSUN,ATAKUM,TAFLAN MERKEZ,I_K,492,MUSTAKIL PARSEL,516.95,1.0,0,0,1,0,1,0,1,0
484,250000,YALOVA,TERMAL,AKKOY,I_K,400,MUSTAKIL PARSEL,516.95,4.0,0,0,1,0,1,0,1,0
486,580000,MUGLA,DALAMAN,KARGINKURU,TARLA,1375,HISSELI TAPU,516.95,89.66666666666667,0,1,0,0,1,0,0,1
489,1450000,IZMIR,SEFERIHISAR,TURGUT,TARLA,7000,MUSTAKIL PARSEL,120.0,36.0,0,0,1,0,1,0,1,0
490,320000,BALIKESIR,EDREMIT,ZEYTINLI,I_K,317,MUSTAKIL PARSEL,662.0,15.0,0,1,0,0,1,0,1,0
491,600000,MUGLA,MENTESE,YERKESIK,I_T,5730,MUSTAKIL PARSEL,516.95,1.0,0,0,1,0,1,1,0,0
492,650000,MUGLA,MARMARIS,CETIBELI,I_K,1000,MUSTAKIL PARSEL,650.0,111.0,0,0,1,0,1,0,1,0
494,240000,ISTANBUL,BEYKOZ,KILICLI,BAHCE,310,MUSTAKIL PARSEL,564.2,570.4615384615385,1,0,0,0,1,1,0,0
497,380000,BALIKESIR,BANDIRMA,YESILCOMLU,TARLA,6953,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,0,1,0
498,60000,KOCAELI,KANDIRA,KAYMAZ,TARLA,2943,MUSTAKIL PARSEL,516.95,21.0,0,1,0,0,1,0,0,1
500,370000,KOCAELI,KANDIRA,DURAKLI,TARLA,1484,MUSTAKIL PARSEL,516.95,9.0,0,1,0,0,1,1,0,0
501,1250000,KOCAELI,KARAMURSEL,KARAAHMETLI,TARLA,10445,MUSTAKIL PARSEL,41.0,89.66666666666667,0,0,1,0,1,0,1,0
502,800000,ANTALYA,SERIK,SATIRLI,TARLA,7774,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
503,1485000,ANKARA,GOLBASI,OGULBEY,TARLA,17705,MUSTAKIL PARSEL,90.0,3.0,0,1,0,1,0,1,0,0
507,35000,CANAKKALE,BIGA,GEREDELLI,TARLA,1788,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
508,350000,BALIKESIR,BURHANIYE,BAHADINLI,ZEYTINLIK,12500,MUSTAKIL PARSEL,28.0,111.0,0,1,0,0,1,0,1,0
509,510000,CANAKKALE,EZINE,GEYIKLI (CUMHURIYET),K_T,501,MUSTAKIL PARSEL,516.95,1.0,0,0,1,0,1,1,0,0
510,120000,BURSA,MUSTAFAKEMALPASA,KARAPINAR,TARLA,5150,MUSTAKIL PARSEL,19450.0,279.0,0,1,0,0,1,0,1,0
512,795000,IZMIR,SEFERIHISAR,ORHANLI,TARLA,8345,MUSTAKIL PARSEL,516.95,38.0,0,0,1,0,1,0,1,0
514,85000,ANKARA,CUBUK,DUMLUPINAR,BAHCE,500,HISSELI TAPU,3848.1353333333336,297.949494949495,0,1,0,0,1,0,0,1
515,245000,IZMIR,SEFERIHISAR,ORHANLI,ZEYTINLIK,4700,MUSTAKIL PARSEL,37854.28571428572,554.625,0,0,1,0,1,0,1,0
516,625000,ANTALYA,GAZIPASA,KORU,I_K,1570,MUSTAKIL PARSEL,516.95,1.0,0,0,1,0,1,0,1,0
517,100000,CANAKKALE,EZINE,DERBENTBASI,ZEYTINLIK,8000,MUSTAKIL PARSEL,25401.272727272728,222.0,0,1,0,0,1,0,1,0
519,1500000,IZMIR,MENEMEN,EMIRALEM MERKEZ,BAHCE,4000,MUSTAKIL PARSEL,5268.915384615384,264.3611111111111,0,0,1,0,1,0,1,0
521,830000,IZMIR,KEMALPASA,MEHMET AKIF ERSOY,TARLA,6940,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
522,375000,BALIKESIR,KARESI,KUVA-I MILLIYE,I_K,400,MUSTAKIL PARSEL,516.95,288.86206896551727,0,0,1,0,1,0,1,0
523,115000,HATAY,DORTYOL,YESILKOY,BAHCE,650,HISSELI TAPU,175.0,1.0,0,0,1,0,1,0,0,1
524,57500,SAKARYA,GEYVE,UMURBEY,BAHCE,2200,MUSTAKIL PARSEL,129.33333333333334,365.1666666666667,0,1,0,0,1,1,0,0
525,155000,KOCAELI,KANDIRA,SEYITALILER,BAHCE,4635,MUSTAKIL PARSEL,516.95,49.0,1,0,0,0,1,1,0,0
526,420000,MUGLA,ULA,KOPRUBASI,I_K,430,MUSTAKIL PARSEL,140255.6,149.0,0,1,0,1,0,1,0,0
528,475000,KOCAELI,KARAMURSEL,SEMETLER,TARLA,4793,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
529,750000,ARTVIN,ARHAVI,KALE,TARLA,2125,HISSELI TAPU,345.0,611.5,0,0,1,0,1,0,1,0
533,340000,ANKARA,GOLBASI,KARSIYAKA,BAHCE,700,MUSTAKIL PARSEL,469.6666666666667,2.3636363636363638,0,0,1,0,1,1,0,0
536,850000,CANAKKALE,LAPSEKI,KANGIRLI,TARLA,8113,MUSTAKIL PARSEL,142.0,89.66666666666667,1,0,0,0,1,0,1,0
